,ID,STORE,SCORE,YEAR,MONTH,DAY,CONTENTS,LABEL,FULL_DATE
10,156,애플,5,2020,4,4,아놔원래 게임은 사람들이 스트레스를 푸면서  재미있게 하는 건데 스트레스 유발하고 현질을 유도하게 하는 게임이며 트로피를 깎이게 해서 트로피 깎인 사람에게 화를 유발시키게 하여 이 게임을 부정적입니다.,긍정,2020-04-04
11,165,애플,5,2020,4,15,진짜 내가 해본 폰게임들 중에서 가장 오래하는 게임진짜 너무 재미있음 나 여자인데 진짜 이렇게 오래하는 게임은 처음 벌써 1만 4000점 돌파했다고ㅠㅠㅠ̑̈ 근데 스킨을 보석을 사는 것도 좋지만 더 다양한 스킨들을 보급해주셨으면... 항상 잘 하고있습니다!,복합,2020-04-15
12,166,애플,5,2020,4,6,고소하기전에 점수 되돌려놓으세요.장난하세요? 전부터 가끔씩 100점씩 점수가 떨어져있길래 뭐지 해킹당했나싶었습니다. 그리고 3일전에 다시 복귀해서 8224점을 찍었습니다. 근데 갑자기 8005점으로 떨어져있더라구요? 그래서 이건 무조건 해킹이다 이러고 있었습니다. 그래서 리플레이 확인했는데 다 제가 한 플레이밖에없었습니다. 이게 뭐죠? 점수 다시 되돌리지않으면 고소하겠습니다.,복합,2020-04-06
13,96,애플,5,2020,3,11,브롤!브롤스타즈를 하고 있는 트로피 8300유저 입니다. 저는 브롤스타즈를 즐기면서 잘하고 있는뎅 전설 캐릭터 좀 만들어 주세욤~ 그리고 제가 운이 않좋은 건가 트로피 8300 있댕 전설이 하나도 없어요.ㅠㅠ 돈은 쓰지 않는뎅 좀 음....,부정,2020-03-11
14,97,애플,5,2020,4,15,피드백 꼭 읽어주셨으면 합니다뭐 저는 말 그대로 휴머니스트였죠 하지만 광고를 조고 다시 시작했구요 그런데 하다보니 새로나온 재키가 문제점이 있다는 것을 발견했습니다 일단 첫번째로는 재키의 궁입니다 이 궁은 다른 팀원분들과 연계하여 써야하는데 만약 솔로 쇼다운을 한다면?? 재키의 궁은 관심만 받을 것 입니다.그래서 저는 이 재키의 궁이 쓸모있게 할려면 재키가 궁을 쓰면서도 일반 평타를 쓸 수 있게해야 된다는 겁니다.하지만 또 이렇게 되면 재키는 OP가 될 수 있는 확률이 높습니다 하지만 지금 재키의 상태로는 아무것도 할 수 없기 때문에 이 글을 남깁니다.,복합,2020-04-15
15,107,애플,4,2020,4,3,제발 읽어주세요!!^^작년1월부터 지금까지 브롤스타즈를 즐기고 있는 유저입니다.제가 말한 것이 해결이 될지는 모르지만 혹시나 몰라 리뷰를 남깁니다.우선 게임을 시작하면 도중에 와이파이표시가 뜨면서 렉이 걸리거나 화면이 멈추고 다시 들어가면 특히 쇼다운에서는 이미 죽고 게임은 끝나 있습니다.제가 다른 슈퍼셀게임을 해봤지만 브롤스타즈에서만 발생해 불편해하고 있습니다. 두번째로 3대3 모드에서 아군이 자살골을 넣거나 다른 트롤짓을 해서 신고를 하려고 전투기록으로 들러갔는데 신고버튼이 없어답답해 하고 있습니다.해결해 주시면 감사하겠습니다.,부정,2020-04-03
16,108,애플,5,2020,4,2,티밍 뭐 갔네요......제가 쉘리가 지금24랭크인데 그 밑으로는 티밍을 몰라서 인지 잘 안하는데 높은 구간에서는 티밍을 정말 많이 하네요.....어제인가 한판만 더 이기면 25랭크인데.....애들이 지들끼리 티밍을 해서 저만 공격해서 트로피 650까지 떨어졋다가 지금 690까지 겨우 해놓은겁니다 진짜로 티빙 어떻해 안될까요 게임은 진짜 재미있는데 티밍이 너무 짜증나네요......좀 부탁드립니당,복합,2020-04-02
17,116,애플,5,2020,4,11,전투 중 채팅 기능 추가해주세요.항상 느끼는 건데 3대3 전투를 하다 보면 팀의 호흡이 안 맞아서 불편할 때가 많습니다. 그래서 전 전투중 채팅을 제안합니다. 채팅 내용이 적에게 유출될 게 꺼리시다면 자기 팀에 한해 채팅 내용을 볼 수 있게 해주시길 바랍니다. 그렇지만 어지러운 전투상황 속에서 직접 채팅을 하기엔 어렵지 않습니까? 그렇죠. 그걸 해결하기 위해 채팅을 각각 모드를 구분해 멘트를 6개 정도 만드시길 바랍니다.,복합,2020-04-11
18,117,애플,4,2020,3,17,"렉안녕하세요 브롤스타즈 공공장소에서 데이터까지 사용하며 잘 하고 있는 사용자 입니다 제가 리뷰를 보기만 했지 쓰는건 오늘이 처음이네요. 본론으로 들어가겠습니다. 아까전에 업데이트가 되, 대릴은 스킨이 바뀌고 시작할때 뜨는 로딩중? 도 봐뀌었습니다 그런대 업데이트를 하고나니 게임을 플레이 할수가 없읍니다 이유는 10명이 다 찼는데 시작이 안 됩니다 진짜 인내심에 한계를 느꼈습니다 제 동생은 업데이트를 한지 얼마 되지 않아서 그런거라고 했는데 아마 내일이면 다 되겠죠? 이점 빨리 고쳐주시길 바랍니다",부정,2020-03-17
19,317,애플,5,2020,4,6,서버가 너무 불안정합니다.제가 아이패드 프로 3세대로 게임하고 있는데 와이파이가 3개 다 되는데도 느낌표가 뜹니다. 그거 말고 나머지는 다 괜찮은데 그런 현상이 계속 반복되니까 좀 짜증나네요,복합,2020-04-06
20,326,애플,4,2020,4,15,전설좀 나오게 해주세요 트로피는 계속 떨어서 환불각을 만듭니다저 전설 레온 갖고 싶은데 크로우와스파이크 나왔는데 대신 제가 언제 현질도 많이 해주고 1월 스킨도 사고 3월 스킨도 샀는데 레온은 너무 갖고 싶은데 너무 안 떠서 브롤스타즈 언제는 삭제 하고 다시 들어가고 했습니다 언더독 시스템은 잘만들고 조이스틱 편집도 할수있어서 좋은데... 팀원이 너무 문제입니다 ... 레온 진짜 갖고 싶어요🥺,복합,2020-04-15
21,342,애플,3,2020,4,8,신고기능과 채팅 그리고 렉이 너무 심합니다안녕하세요 요즘 브롤 정말 재밌게 하고있습니다. 그런데 요즘 브롤이 정말 맘에 안들정도로 렉이 걸리네요 핸드폰 기종은 아이폰 XS인데다가 와이파이까지 빵빵한데 렉이 왜이렇게 걸리는거죠? 게임에서 이기다가도 렉 하나때문에 진 적도 정말 많습니다 이것 좀 고쳐주세요 그리고 다른분들 말씀처럼 신고기능 좀 넣어주세요 워낙 브롤스타즈가 초딩들이 많이하다가보니깐 트롤러가 굉장히 많습니다. 그래서 가끔 하다보면 빡쳐서 그냥 꺼버려요. 제발 신고기능 좀 넣어주세요. 채팅은 굳이 필요하지만 않지만 있으면 괜찮을 것 같습니다.,복합,2020-04-08
22,343,애플,5,2020,4,4,진짜 넘 재밌어요ㅠ예전에 클로 나왔을때 했을때 넘 재미있다가 또 유튜버 준님 영상 보고 설치후 플레이 했는데 넘 재밌어요  진짜 평점 만점도 가능합니다 😖 너무 재미있어서 가족 핸드폰에 다 깔았어요 ㅠ 슈퍼셀 겜 넘 재미있어서 슈퍼셀 게임 다 찾아보고 있습니다 😃슈퍼셀 최고입니다🥰,긍정,2020-04-04
23,214,애플,5,2020,3,17,항상 재밌게 하고있습니다다른 게임들은 질리는데 브롤스타즈는 하면 할수록 중독성이 강한거같아서 좋아요 근데 이점 개선좀 해주셔야할거같아서 직성드립니다 카카오톡 연동이 자꾸만 안되니까 개선좀 부탁드려요,복합,2020-03-17
24,223,애플,5,2020,4,2,부랄부랄스타즈...왜 별명이 이런 걸 까요..?이건 그냥 장난 친거고..ㅎㅎ 본론은 신고 기능 좀 추가해주세요 트롤 때문에 13연 패 했습니다 스파이크 25랭크 찍 따가 트로피 603에서 494되는 거 실화인 가요? 제발 신고 기능 좀 넣어주세요 ㅠㅠㅠ,부정,2020-04-02
25,230,애플,5,2020,3,17,리뷰온라인게임 치고는 매우 재미있는 게임인 것 같습니다 하지만 단점은 업데이트를 너무 자주 한다는 것 입니다 캐릭터가 많은 것은 좋지만 그것이 너무 과도하게 아니면 너무 지나치게 많은 것이 아닐까요 그리고 너무 신캐릭터가 자주인가 키울 시간도 없습니다 게임마가 모드가 있습니다 그리고 게임모드 않에 또 맵이 다양하게 있습니다 게임모드도 다양하고 그 맵도 종류가 많고 계속 추가되어 무슨 맵을 잘해야 하는지 연습을 해도 맵도 많아서 별로 추천은 안하지만 그래도 재미는 있습니다,복합,2020-03-17
26,245,애플,1,2020,4,14,아니 서버관리 안해?LTE 쓰는데 무슨 와이파이안된다고 자꾸 난리야 겜 중요한 순간에,부정,2020-04-14
27,253,애플,4,2020,4,4,다 좋은데다 좋은데 트롤 넘 많아요! 모든 사람 신고할 수 있게 넣어주세요. 슈퍼셀에서 신고 접수(?) 팀 만들어서 10번 이상 신고 받은 사람 개인 매일로 하지 말라고 보내주시고요. 한 유저를 여러번 신고하지 못하게 해주세요. 돈이 좀 들겠지만 겜 유저들을 위해서라면 충분히 할 수있으리라 생각합니다. 겜 자체는 잼있어요^^ 그럼 부탁합니다!,복합,2020-04-04
28,265,애플,5,2020,4,8,안녕하세요 트로피 9000유저입니다지금까지 게임을 정말 재밌게 플레이했어요,긍정,2020-04-08
29,266,애플,5,2020,4,2,좋음개임은 너무 좋고 재밌는지 유일한 아쉬운 점이 친선게임 을 할때 제가 없는 브롤러도 사용 가능하게 해줬으면 해요. 전설 브롤러들은 뽑기가 어려워 쓰고 싶어도 못 쓰는 경우가 많아요. 업데이트 할때 같이 해줬으면 좋겠네요. 감사합니다.,부정,2020-04-02
30,268,애플,5,2020,3,17,계정이 없어졌습니다평소에 브롤스타즈를 즐겨 플레이하는 유저입니다. 동생이  열심히 키우던 계정이 이번 업데이트하고 나서 재키가 나오니까 게임 플레이㉮ 안되고 나갔다와도 로딩이 안되서 다른 핸드폰 으로 로그인을 했더니 계정이 아예 없어 졌습니다 빨리 돌려주세요.,부정,2020-03-17
31,274,애플,5,2020,3,1,세상에서 젤 재미있는 게임처음에는 다른 애들이 재미있다고 깔아보라고 하여서 에휴 그까짓것 얼마나 재미있냐고 생각했는데 막상해보니 정말 재미있었습니다 그래서 숙제다하고 아이패드볼땐 100중에 89.9를 브롤스타즈로 보내고 있답니다.그리고 같이 반친구랑도 하고 친척들이랑 하니까 더 좋았습니다! ^^,긍정,2020-03-01
32,284,애플,5,2020,3,17,제발 빨리 봐주시고 처리 부탁드려요이거 업데이트 하라고 떠서 업데이트 눌러는데 들어가지기는 커녕 앱을 누르면 계속 튕기고 들어가면 20%에서 게임에 접속한다고만 계속뜨고 1분 정도 지나면 오류가 뜨고 어떻게 해야되죠? 빨리 처리해 주세요!!,부정,2020-03-17
33,298,애플,4,2020,4,7,"브롤스타즈의 단점게임은 정말 좋습니다 하지만 티밍,팀킬,욕설에 대한 신고 기능을 만들어 주시고 브롤러들의 밸런스를 맞춰 주세요 예를 들어 레온 옜날엔 정말 좋았었죠 하지만 지금 별로 입니다 가젯도 특수 스킬 채우는 속도도 특수 스킬 지속 시간도 적어도 8초는 되야 하는 것 아닌가요? 브롤스타즈 재밌게 하는 유저로서 제가 별 네개를 준 이유는 위에 있는 내용 때문 입니다.",복합,2020-04-07
34,299,애플,4,2020,4,1,벨런스 패치 차단 기능안녕하세요 브롤스타즈 를 재밌게 플레이 를 하는 유저 입니다 일단 벨런스 가 너무 하네요;;ㅋ 저희 팀은 스타파워 한명도 없는데 상대팀은 올스타파워 있고 ㅋ 그리고 프로필 보기 에 차단 기능 좀 넣어주세요 브롤볼 하는데 계속 공들고 자기꼴에다가 쳐넣네요,부정,2020-04-01
35,401,애플,5,2020,4,6,브롤 다좋은데다 좋은데 점수가 왜 내려가 내 계정 하는사람 아무도 없는데 잠시 한 2분 나갔다 들어오니깐 점수가 왜 200백점 내려갔는데...;; 점수 높을수록 올리기 힘든데 안그래도 스트레스 받는데 이건 뭔 상황이냐 진짜;;  브롤 좀더 일해라 진짜.. 짜증난다,복합,2020-04-06
36,402,애플,5,2020,4,3,한심하게 짝이없구나아니 ㅁㅊ 뭔 트로피가50개가 깎여 벨런스 조정니이나해 캐릭터에 신경쓰지말고 정말 게임을 못해먹겠네 정말 한심하게 짝이없네요 게임 칵퇘 빨리 업뎃이나해 멍청아 사람 기분 나쁘게 하지말고 60게 트로피 또 깎였어 벨런스가 조정이 안되서 게임하는 사람들이 다 최고레벨인게 말이되냐?,부정,2020-04-03
37,482,애플,5,2020,4,9,메크로유저메크로 유저들좀 신고할수있게하고 싹잡아줘요 아니 뭔 새벽하면 3판에 1번꼴로 있는것같아요 그것때매 게임 빡쳐서 접었는데 브롤 휴면 유저 잡는 광고보고 다시깔았다가 다시 안좋은 추억떠올라서 접을라구요,부정,2020-04-09
38,485,애플,5,2020,3,17,브롤짱너무 재밌긴 재밌는데... 유저분들!! 끝날때까지 끝난게 아닙니다 ㅠㅠ 하다가 게임 던지거나 그러지 말아주세요ㅠ 진짜 게임하다가 던져서 허공에다가 대고 or 같은 팀원한테 공격 날리는거 보이면 진짜 울화통이 터져요,복합,2020-03-17
39,486,애플,4,2020,3,17,지금 서버 연결 문제....개선 부탁합니다.안녕하세요? 브롤스타즈를 재밌게 즐기고 있는 유저입니다. 진짜 진짜 재미있는데 서버연결 문제가,복합,2020-03-17
40,494,애플,2,2020,4,11,"스프라우트 과금 유도...출퇴근 30분씩 가볍게 즐기던 게임입니다. 적당히 과금도 하면서 제 랭크(1만점)에서는 1인분 정도 하는 수준인데... 스프라우트 이후에는 정이 다 떨어졌어요... 해당 캐릭 없으면 하질 말라는건지... 게다가 기다리던 챔피언십 시기에 맞춰 op 캐릭을 내놓다니, 몇 번 당하고 그냥 지웁니다. 그동안은 3라운드 정도 낑낑대면서 올라갈 수 있었는데 이젠 너무 하네요... 다들 접을 때 꾸준히 애정을 갖고 하던 게임인데 저도 이만 놓아주겠습니다...",부정,2020-04-11
41,512,애플,4,2020,4,5,승률 기능좀 넣어주세요진짜 하다보면 실력차이가 너무 나서 이게 나랑 같은 랭크인가..? 싶기도 한데요 진짜 게임 하면서 화나는 점도 엄청 많아요 트롤은 기본이고 그냥 애초에 게임을 발로 하는 사람등 리그전 하는데도 팀 잘못 뽑히면 망하는 게임인데 승률 기능 넣어서 승률 비슷한 사람끼리 승부 했으면 좋겠어요;;;;;,부정,2020-04-05
42,419,애플,4,2020,3,17,브롤스타즈 오류지금 가젯 업데이트 된후 파워풀레이를 하는데 레드와이파이 뜨고 게임 진행이 안되네요 와이파이 문제인가 싶어서 대이터로 봐꿔도 그러내요 게임 하는데 넘쳐있다가 잠시뒤에 상대편 승리로 졌네요 왜이러는거죠? 파워풀레이 망했네요 리플레이 보니까 상대편과 우리팀 모두 가만히 있고 잠시후 모두 이상함느끼고 게임을 껐다가 키느라 모든 캐릭터가 봇이 되어 싸우네요,부정,2020-03-17
43,427,애플,4,2020,3,17,"신고기능 , 능력에 따라 유저 배치신고 기능 있었으면 좋겠습니다 ㅠㅠㅠ 진짜 이상하게 플레이하고 나가는 애들 많아서 그리고 파워가 1인 사람들 3명인데 파워 10인 3명을 붙어놓는건 아닌거 같아요 ㅠ 같은 레벨이나 비슷한 레벨끼리 붙을 수 있도록 바꼈으면 좋겠습니다 ㅠㅠㅠ 수정 가능한 부분 부탁 드립니다 ㅠ",부정,2020-03-17
44,449,애플,2,2020,4,11,신고기능 넣으세요몇번을 문제 제기를 해줘도 반영을 안하십니까... 트롤러들 때문에 제가 피해를 왜 봐야 하는지 게임사 개발자 분들께 여쭙니다 수많은 유저들 플레이를 직접 체크할 수는 없겠지만 영악한 플레이어들이 점점 늘어나고 있습니다 덕분에 챔스 1승하고 내리 4연패로 마감하게 되었네요 결과창에 제발 신고 버튼이나 팀으로 만나지 않는 기능이라도 추가 시켜주었으면 합니다 스트레스를 풀려고 게임을 하는데 매번 스트레스만 쌓이고 끝내는 것 같습니다 이부분 제발 개선좀 부탁드립니다,부정,2020-04-11
45,458,애플,4,2020,4,14,A.jun 라는 닉네임 신고A.jun 라는 닉네임을 가진 사람이 저는 기억없는데 저랑 게임을 한적이 있는지 제가 속한 클럽에 가입신청하면서 다짜고짜 욕을하는데 막 부모욕까지 하고 어이가 없네요.. 제가 뭐 게임중에 피해를 준적도 없고 도발하거나 그런것도 한적이 없는데 왜그러는걸까요 너무 불쾌해서 클럽사람들 볼까봐 얼른 클럽신청거절해서 신고는 못하는거 같은데 저 닉네임 어떻게 꼭좀 처리 부탁드립니다,부정,2020-04-14
46,459,애플,5,2020,4,12,클럽 지원클럽에서 PP나 브롤러들을 나눠주면 좋겠습니다.그리고 상자 같은 것도 주고 있다 받고 하면 좋겠습니다.그리고 클래시 로얄 에서는 클럽에 가입 하면 클랜카드 등을 주고 받는 걸로 알고 있습니다.그러니까 브롤 스타즈도 그렇게 되게 해 주세요.감사 합니다.,부정,2020-04-12
47,465,애플,4,2020,4,2,차단기능게임은 정말 즐기고있는 유저인데요,부정,2020-04-02
48,364,애플,4,2020,4,5,"신고기능 좀 추가해주세요패치나 업데이트를 해도 꾸준히 나타나는 티밍, 고의적인 죽음, 소극적인 플레이 등 게임에 방해가 되는 플레이어가 여전히 많습니다. 아무리 좋은 게임이더라도 하는 사람이 문제라면 그 게임은 더 이상 좋은 이미지를 갖기 어렵습니다. 게임도 출시한지 오래되었는데 이제는 신고기능이 생겼으면 좋겠습니다. 적어도 다음 업데이트엔 추가해주세요.",부정,2020-04-05
49,365,애플,3,2020,3,17,"항의합니다.크로우 스타파워 약한 먹잇감을 사기 위해 현질 5900원을 했습니다. 5시부터 상점이 업데이트 되니까 업데이트 전에 스타파워를 구매하려 했습니다. 150코인만 추가로 모으면 돼서 상자깡만 하면 충분히 가능했던 돈입니다. 그런데 예고도 없이 이렇게 갑자기 서버점검을 해서, 크로우를 살 수없이 업데이트가 되겠죠. 그럼 제가 뭐하러 굳이 현질을 했을까요? 너무 억울하네요. 현질을 환불받거나 상점에 다시 크로우를 띄워주거나 해주시면 감사하겠습니다.",복합,2020-03-17
50,380,애플,5,2020,4,8,레드 와이파이 좀 어떻게 해주세요아니:;브롤 하는데 레드와이파이 때문에 계속 렉 걸려서 죽고 트로피계속 뺏기고 정말 답답해 죽겠거든요?! 좀 나오다가 끝나면 다행인데 계속 판을 돌릴때마다 레드와이파이가 나오니까 정말 짜증나거든요?!,부정,2020-04-08
51,625,애플,5,2020,4,12,참다 참다 짜증이 나서 씁니다분명 와이파이가 5개다 빵빵하게 연결되어있는 상태에서 게임을 하는데 왜이렇게 와이파이오류가 많이 생기나요? 제발 좀 서버 관리에 신경 써주시길 부탁드립니다.,부정,2020-04-12
52,649,애플,5,2020,4,12,브롤완전재미있어요!여러분도 브롤한번깔아보세요 중독성있어요ㅋ,긍정,2020-04-12
53,534,애플,5,2020,3,1,"개노잼 + 개망겜이 게임도 예전에는 인기도 많고 고정 유저들이 많다보니 재밌는 부분도 있고 좋았는데, 요즘은 이상한 외국인이랑 ㅈ같은 중국인 밖에 없어서 게임할 맛이 안 나네요. 심지어 중국인들은 95%가 개트롤 이더군요;",부정,2020-03-01
54,553,애플,5,2020,4,13,"클랜 지원 기능 좀 만들어 주세요클래시 로얄 처럼 클랜전, pp 지원 기능 좀 넣어주시면 인될까요? 클랜의 아무의미가 없어져서 재미를 더 못 느끼겠습니다. 그래도 가젯도 새로 나오고... 전적으론 만족합니다",부정,2020-04-13
55,567,애플,5,2020,3,17,2020년 3월 17일 패치 이후 서버 접속 안됨서버 접속 20%에서 더 이상 진행을 하지 않네요.,부정,2020-03-17
56,583,애플,5,2020,3,17,서버연결⍤⃝𓂭 안되요̌̈게임을 너무 재밌게̌̈하고있어요̌̈,부정,2020-03-17
57,608,애플,5,2020,4,11,좋아요 .다 좋은데 브롤러가 상자에서 나오기 전 사용할수있는 체험 에서 적들이 그냥 가만히 있어서 실제 적들과 싸울때랑 실감이 안나요 . 큰 로봇도 움직였으면 좋겠고 맨 끝에 가면 나로는 작은 아이들도 움직이면서 공격해줬으면 좋겠어요 .,복합,2020-04-11
58,720,애플,4,2020,3,17,서버점검..?브롤할려고 켰는데 업데이트 하래요 그래서 업데이트 해서 다시 들어가봤는데 서버점검 뭐 어쩌구저쩌구 있어서 다 봤는데 게임은 언제할수있는 건가요 ..근데 브롤 자체가 걍 너무 좋아서 별 5개 드리고 싶었는데 서버점검 때문에 하나 뺏습니다 그냥 제㉮ 멍청한걸까요 ...,복합,2020-03-17
59,733,애플,5,2020,4,11,운영 개같이하네 진짜아니 솔직히 이번 신브롤러는 너무하잖아 ㅡㅡ 더러워서 걍 떠난다 매칭도 드릅게 안맞고 초반에만 재밌지 하면할수록 진짜 게임 뭐같네,부정,2020-04-11
60,812,애플,3,2020,4,11,"신고 기능 좀 만들어 주세요다 좋은데 솔로 쇼다운을 좋아하는 사람은 정말로 화나는게 내가 강하다고 약한 사람 2,3명에서 티밍을 하여 강한 사람을 잡는데 너무 많이 당해서 화가 너무 납니다 진짜 내가 열심히 하고 잘해서 이기고 있는데잘 하지도 못하는것들이 3명에서 다굴 당해서 지는 기분을 당신들도 느껴봐야 합니다. 진짜 기분 나쁩니다.제발 티밍 하는 것좀 막아주세요.",복합,2020-04-11
61,828,애플,4,2020,3,17,로그인 실패라고 떠서 리뷰 남겨요!약 3주 정도 재밌게 게임하고 있습니다. 오늘 업뎃을 처음하는데 하고나니까 20%만 로딩되고 계속 로그인 실패라고 뜨네요ㅠㅠ 삭제하고 재설치해도 로그인실패라고 뜨는데 뭐가 문제일까요..,부정,2020-03-17
62,829,애플,4,2020,3,17,오류평소처럼 브롤스타즈를 하려고 틀었는데 업데이트를 하라고 떠서 업데이트를 했습니다 근데 첫 화면만 뜨고 20프로에서 로딩이 안되네요.  제 동생도 그래요 이거 왜이런거죠?,복합,2020-03-17
63,756,애플,5,2020,4,11,가끔씩 브롤러들이 까맣게 변해있습니다브롤스타즈를 즐겁게 플레이하고 있는 한 플레이어 입니다. 요즘 매일매일 브롤스타즈를 하고 있는대 계속 몇몇 상대 브롤러든 내 브롤러든 까맣게 보입니다. 버그인가요?ㅠㅠ 버그면 빨리 수정해주세요,긍정,2020-04-11
64,757,애플,5,2020,3,17,업데이트 후 실행이 안 됩니다지금까지 재미있게 잘 플레이하고 있었는데 이번 업데이트 후 앱이 실행이 안 되고 계속 로그인을 다시 시도하라는 팝업창만 뜨네요,긍정,2020-03-17
65,762,애플,5,2020,4,10,"이름 한번 바꿨는데  한번만 더 무료로 해주실 수 없나요?제가 이름을 아무 생각 없이 한번 무료로 바꿔가지고요,보석이라도 주고 바꾸려니 설정에도 이름 바꾸기가 안 떠요 어떻게 이름 바꾸고 한번만 무료로 해주시면 안 될까요? 다른 건 모두 재밌네요",부정,2020-04-10
66,766,애플,4,2020,3,17,신고기능이 있으면 좋겠습니다.저는 브롤스타즈를 재밌게 하고 있는 유저입니다. 그런데 개인전의 형식인 소다인 솔로 모드에서 티밍을 하며 게임의 본질을 흐리게 하는 비매너 유저들이 늘어나고 있습니다. 그래서 신고 기능을 통해 그런 유저들이 없어졌음 좋겠습니다.,복합,2020-03-17
67,797,애플,3,2020,4,8,"레드 와이파이아니 와이파이3칸 다 뜨는데 계속 뜨고요,계속 렉이 걸립니다 빨리 수정해주세요.다른 내용은 신고기능을 추가해주세요.브롤 볼을 하는 도중에 팀원 다이너마이크가 ‘트롤’을 하여 점수가 떨어지거나 특히 3대3에서 이런 경우가 많이 발생합니다 빨리 추가하면 좋겠네요",부정,2020-04-08
68,798,애플,5,2020,4,8,브롤러 교환 기능을 만들어 주세요유저들끼리 서로원하는 브롤러를 교환할 수 있는 기능이 있으면 정말 더 재미있을것 같아요 그래도 나머지는 다~~좋아요! 슈퍼쉘 짱! 브롤 짱!,긍정,2020-04-08
